company_key,company_display_name,year,quarter,reporting_currency,metric,raw_label,raw_value,value,unit,matched_alias,extraction_method,source_file,inserted_at
NovaCloud,NovaCloud Analytics Inc.,2025,2,USD,net_revenue_retention,Net Dollar Retention 123%,123%,123.0,%,net dollar retention,table,NovaCloud_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
NovaCloud,NovaCloud Analytics Inc.,2025,2,USD,logo_churn,Logo Churn (LTM) 5.8%,5.8%,5.8,%,logo churn (ltm),table,NovaCloud_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
NovaCloud,NovaCloud Analytics Inc.,2025,2,USD,headcount,Total Headcount 142,142,142.0,,total headcount,table,NovaCloud_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
NovaCloud,NovaCloud Analytics Inc.,2025,2,USD,cash_balance,Cash Balance $19.6M,$19.6M,19.6,M,cash balance,table,NovaCloud_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
NovaCloud,NovaCloud Analytics Inc.,2025,2,USD,net_burn,Monthly Net Burn ($0.75M),($0.75M),-0.75,M,monthly net burn,table,NovaCloud_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,revenue,Quarterly Revenue 4.4M,4.4M,4.4,M,quarterly revenue,table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,arr,Subscription ARR (end of period) 18.3M,18.3M,18.3,M,subscription arr (end of period),table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,gross_margin,Gross Margin 74%,74%,74.0,%,gross margin,table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,net_revenue_retention,Net Dollar Retention (LTM) 116%,116%,116.0,%,net dollar retention (ltm),table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,logo_churn,Annual Logo Churn 4.5%,4.5%,4.5,%,annual logo churn,table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,headcount,Total Headcount 88,88,88.0,,total headcount,table,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,cash_balance,,,,,,,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2024,4,GBP,net_burn,,,,,,,PeopleFlow_Q4_2024.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,revenue,Quarterly Revenue 4.7M,4.7M,4.7,M,quarterly revenue,table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,arr,Subscription ARR (end of period) 19.8M,19.8M,19.8,M,subscription arr (end of period),table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,gross_margin,Gross Margin 74%,74%,74.0,%,gross margin,table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,net_revenue_retention,Net Pound Retention – NPR (LTM) 117%,117%,117.0,%,net pound retention,table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,logo_churn,Annual Logo Churn 4.3%,4.3%,4.3,%,annual logo churn,table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,headcount,Total Headcount 92,92,92.0,,total headcount,table,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,cash_balance,,,,,,,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,1,GBP,net_burn,,,,,,,PeopleFlow_Q1_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,revenue,Quarterly Revenue 5.1M,5.1M,5.1,M,quarterly revenue,table,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,arr,Subscription ARR (end of period) 21.4M,21.4M,21.4,M,subscription arr (end of period),table,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,gross_margin,,,,,,,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,net_revenue_retention,Net Dollar Retention (LTM) 118%,118%,118.0,%,net dollar retention (ltm),table,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,logo_churn,Annual Logo Churn 4.2%,4.2%,4.2,%,annual logo churn,table,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,headcount,Total Headcount 96,96,96.0,,total headcount,table,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,cash_balance,,,,,,,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
PeopleFlow,PeopleFlow HR Systems Ltd.,2025,2,GBP,net_burn,,,,,,,PeopleFlow_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,revenue,Quarterly Revenue (recognized) $5.5M $5.1M,$5.5M,5.5,M,quarterly revenue,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,arr,Contracted ARR $22.4M $20.8M,$22.4M,22.4,M,contracted arr,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,gross_margin,Gross Margin 76% 75%,76%,76.0,%,gross margin,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,net_revenue_retention,Net Revenue Retention (LTM) 119% 116%,119%,119.0,%,net revenue retention (ltm),table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,logo_churn,,,,,,,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,headcount,Total Headcount 103 97,103,103.0,,total headcount,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,cash_balance,Cash Balance $17.9M $19.0M,$17.9M,17.9,M,cash balance,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
TalentVault,TalentVault Inc.,2025,2,USD,net_burn,Monthly Net Burn ($0.68M) ($0.74M),($0.68M),-0.68,M,monthly net burn,table,TalentVault_Q2_2025.pdf,2026-08-18T13:43:24.613863+00:00
